"dates","HLT.Open","HLT.High","HLT.Low","HLT.Close","HLT.Volume","HLT.Adjusted"
"2013-12-12",43.7076,44.979839,43.605,44.118,12935478,42.244148
"2013-12-13",45.123482,45.923759,44.2206,45.349201,1224854,43.423046
"2013-12-16",47.360161,52.839001,44.159039,44.159039,4717690,42.283443
"2013-12-17",44.343719,45.123482,44.282162,44.75412,2313840,42.853245
"2013-12-18",44.795158,45.513359,44.44632,44.795158,2857846,42.892548
"2013-12-19",44.631001,45.985321,44.2206,45.718559,1469103,43.776722
"2013-12-20",46.169998,46.272598,44.85672,45.000359,994834,43.08902
"2013-12-23",45.16452,45.533878,44.241119,44.241119,1220712,42.36203
"2013-12-24",44.3232,44.466839,43.399799,44.138519,1234064,42.263798
"2013-12-26",44.241119,45.06192,44.2206,44.5284,1309211,42.637112
"2013-12-27",44.3232,44.815681,44.2206,44.3232,1090302,42.440624
"2013-12-30",44.569439,45.082439,44.3232,44.918282,871832,43.010437
"2013-12-31",45.144001,46.10844,45.041401,45.657001,1134308,43.717789
"2014-01-02",45.657001,45.862202,44.672039,44.85672,1763791,42.951496
"2014-01-03",44.733601,45.328678,44.631001,45.16452,461257,43.24622
"2014-01-06",45.123482,45.39024,44.65152,45.144001,1172320,43.22657
"2014-01-07",45.144001,45.349201,44.938801,45.144001,1992593,43.22657
"2014-01-08",45.205559,45.205559,44.733601,45.205559,1154240,43.285519
"2014-01-09",45.144001,45.18504,44.54892,44.877239,459600,42.97113
"2014-01-10",44.65152,44.85672,44.261639,44.507881,812329,42.61747
"2014-01-13",44.241119,44.795158,44.241119,44.569439,728216,42.676414
"2014-01-14",44.54892,45.36972,44.405281,45.349201,1251608,43.423046
"2014-01-15",45.246601,45.49284,44.795158,44.95932,915253,43.049732
"2014-01-16",44.938801,45.205559,44.507881,45.06192,1130019,43.147976
"2014-01-17",45.06192,46.293121,44.733601,45.657001,2702290,43.717789
"2014-01-21",46.190521,46.354679,44.815681,44.979839,1280214,43.069374
"2014-01-22",45.123482,46.149479,44.938801,46.087921,1428655,44.130398
"2014-01-23",46.02636,46.498322,45.349201,46.498322,936062,44.523365
"2014-01-24",45.862202,46.12896,45.328678,46.067402,891033,44.110748
"2014-01-27",46.067402,46.067402,44.918282,45.123482,1099610,43.206928
"2014-01-28",44.815681,45.144001,44.631001,44.938801,686209,43.030087
"2014-01-29",44.75412,44.897758,44.241119,44.44632,437865,42.558525
"2014-01-30",44.65152,44.774639,44.3232,44.44632,520273,42.558525
"2014-01-31",44.138519,44.507881,43.78968,44.4258,428606,42.538883
"2014-02-03",44.4258,44.5284,42.76368,42.989399,1115010,41.163486
"2014-02-04",43.091999,43.256161,42.76368,43.153561,835770,41.320667
"2014-02-05",42.784199,43.009918,42.168598,42.681599,694786,40.868755
"2014-02-06",42.76368,43.502399,42.722641,43.502399,294103,41.654686
"2014-02-07",43.625519,44.877239,43.543442,44.4258,513012,42.538883
"2014-02-10",44.466839,44.507881,43.7076,43.933319,562427,42.067307
"2014-02-11",44.589958,44.672039,44.035919,44.507881,642446,42.61747
"2014-02-12",44.610481,45.041401,44.364239,44.918282,436647,43.010437
"2014-02-13",44.692558,45.18504,44.4258,45.041401,551608,43.12833
"2014-02-14",45.144001,45.246601,44.85672,45.144001,647856,43.22657
"2014-02-18",45.144001,45.144001,44.589958,44.65152,616179,42.755013
"2014-02-19",44.65152,45.041401,44.118,44.179562,441033,42.303093
"2014-02-20",44.118,44.466839,43.728119,44.097481,602096,42.224506
"2014-02-21",44.118,45.533878,44.056438,45.451801,1166082,43.521297
"2014-02-24",45.574921,46.169998,45.226082,45.677521,743177,43.737427
"2014-02-25",45.657001,46.33416,45.574921,45.90324,823197,43.953564
"2014-02-26",45.985321,46.53936,45.759602,46.252079,1072027,44.287586
"2014-02-27",45.985321,46.908718,44.733601,46.149479,2187817,44.189339
"2014-02-28",46.169998,46.33416,45.308159,45.882721,970565,43.933914
"2014-03-03",45.59544,46.169998,45.36972,46.149479,676754,44.189339
"2014-03-04",47.011318,47.401199,46.087921,46.293121,2307018,44.326885
"2014-03-05",46.10844,46.97028,46.067402,46.724041,668713,44.739506
"2014-03-06",46.724041,46.908718,45.964802,46.12896,682407,44.169697
"2014-03-07",46.067402,46.84716,45.964802,46.600922,642349,44.621609
"2014-03-10",46.703522,46.888199,45.615959,45.923759,922027,43.973206
"2014-03-11",45.944279,46.087921,45.144001,45.36972,835429,43.442699
"2014-03-12",45.226082,45.964802,44.672039,45.862202,788645,43.914261
"2014-03-13",45.615959,46.02636,45.06192,45.246601,992690,43.324806
"2014-03-14",45.06192,45.677521,44.877239,45.205559,609064,43.285519
"2014-03-17",45.36972,45.944279,45.328678,45.39024,369250,43.462341
"2014-03-18",45.349201,46.354679,45.26712,46.313641,677778,44.346531
"2014-03-19",46.21104,46.23156,45.472321,45.677521,733382,43.737427
"2014-03-20",45.657001,46.00584,45.36972,45.49284,652729,43.560589
"2014-03-21",45.69804,47.17548,45.451801,47.17548,3026754,45.17178
"2014-03-24",47.07288,47.38068,46.087921,46.703522,966033,44.71986
"2014-03-25",46.74456,46.990799,46.12896,46.12896,781774,44.169697
"2014-03-26",46.169998,46.313641,45.739079,45.841679,781969,43.894615
"2014-03-27",45.780121,46.21104,45.49284,45.615959,670517,43.678474
"2014-03-28",45.49284,45.923759,45.041401,45.657001,2073051,43.717789
"2014-03-31",45.841679,46.02636,45.144001,45.636478,4896930,43.698124
"2014-04-01",45.59544,46.580399,45.574921,46.272598,1052534,44.307228
"2014-04-02",46.169998,46.559879,46.067402,46.10844,1061550,44.150036
"2014-04-03",46.169998,46.33416,45.18504,45.18504,959357,43.265865
"2014-04-04",45.205559,45.246601,44.241119,44.302681,2767300,42.420975
"2014-04-07",44.3232,44.384762,43.625519,43.851238,694298,41.98872
"2014-04-08",43.8102,43.9128,43.37928,43.830719,686160,41.969074
"2014-04-09",43.974361,44.4258,43.871761,44.138519,864815,42.263798
"2014-04-10",44.056438,44.261639,43.17408,43.461361,527973,41.615395
"2014-04-11",43.297199,43.871761,43.009918,43.605,760136,41.752934
"2014-04-14",43.68708,44.343719,43.317719,43.8102,515400,41.949421
"2014-04-15",44.138519,44.138519,43.091999,43.871761,484990,42.008366
"2014-04-16",43.646042,44.364239,43.563961,44.3232,523977,42.440624
"2014-04-17",44.200081,44.85672,43.7076,44.672039,805166,42.774651
"2014-04-21",44.569439,44.569439,43.851238,44.035919,498148,42.165546
"2014-04-22",44.0154,44.569439,43.974361,44.138519,511745,42.263798
"2014-04-23",44.076962,44.4258,43.830719,44.097481,469883,42.224506
"2014-04-24",44.241119,44.466839,44.035919,44.118,302339,42.244148
"2014-04-25",44.118,44.159039,43.58448,43.769161,204922,41.910122
"2014-04-28",43.78968,43.974361,43.194599,43.851238,625682,41.98872
"2014-04-29",44.364239,44.487358,43.030441,43.27668,1292836,41.438557
"2014-04-30",43.522919,44.836201,43.399799,44.795158,920906,42.892548
"2014-05-01",44.713081,45.410759,44.0154,45.308159,700536,43.383755
"2014-05-02",45.308159,46.518841,45.226082,45.246601,991033,43.324806
"2014-05-05",45.020882,45.533878,44.774639,45.472321,410867,43.540947
"2014-05-06",45.349201,45.718559,44.938801,45.472321,683187,43.540947
"2014-05-07",46.785599,47.154961,45.36972,46.498322,1038060,44.523365
"2014-05-08",46.703522,46.908718,46.293121,46.457279,1212865,44.484066
"2014-05-09",48.693958,48.837601,46.74456,47.339642,3461111,45.328953
"2014-05-12",48.1194,48.3246,46.518841,47.154961,1586745,45.152115
"2014-05-13",47.401199,47.647442,46.97028,47.195999,1098538,45.191418
"2014-05-14",47.195999,47.319118,45.739079,46.272598,1191764,44.307228
"2014-05-15",46.375198,46.375198,44.44632,44.938801,1821394,43.030087
"2014-05-16",45.144001,45.26712,43.994881,44.877239,1228850,42.97113
"2014-05-19",44.938801,45.16452,44.569439,44.95932,970419,43.049732
"2014-05-20",45.000359,45.123482,43.851238,43.933319,1359211,42.067307
"2014-05-21",44.118,45.144001,44.0154,44.836201,1872807,42.931847
"2014-05-22",44.815681,45.246601,44.815681,45.123482,1002388,43.206928
"2014-05-23",45.69804,45.841679,45.16452,45.246601,527778,43.324806
"2014-05-27",45.513359,45.821159,45.041401,45.636478,1164815,43.698124
"2014-05-28",45.80064,46.23156,45.144001,45.16452,1054191,43.24622
"2014-05-29",45.26712,45.554401,44.897758,45.513359,732943,43.580242
"2014-05-30",45.410759,46.477798,45.410759,46.416241,1272563,44.444767
"2014-06-02",46.416241,46.86768,45.964802,46.74456,1202437,44.759148
"2014-06-03",46.53936,47.011318,46.046879,46.600922,1484600,44.621609
"2014-06-04",46.43676,47.093399,46.354679,46.724041,665692,44.739506
"2014-06-05",46.724041,47.298599,46.375198,47.237041,878947,45.230709
"2014-06-06",47.237041,47.934719,46.621441,47.770561,1235331,45.74157
"2014-06-09",47.770561,48.1194,47.07288,47.79108,1235283,45.761211
"2014-06-10",47.524319,48.570839,47.524319,48.078362,1351852,46.036301
"2014-06-11",47.17548,47.339642,46.477798,46.806122,3671150,44.818096
"2014-06-12",46.354679,46.84716,46.00584,46.12896,1815838,44.169697
"2014-06-13",46.067402,46.272598,45.49284,45.739079,2073733,43.796371
"2014-06-16",45.759602,46.682999,45.16452,45.574921,2613743,43.639179
"2014-06-17",45.554401,46.252079,45.554401,45.841679,1243762,43.894615
"2014-06-18",45.759602,46.087921,45.615959,45.862202,1400341,43.914261
"2014-06-19",45.923759,46.33416,45.759602,45.821159,1299220,43.874958
"2014-06-20",46.087921,46.087921,45.677521,45.677521,1644786,43.737427
"2014-06-23",45.90324,46.169998,45.574921,45.841679,1575341,43.894615
"2014-06-24",45.841679,46.990799,45.780121,46.169998,5474172,44.208992
"2014-06-25",46.990799,47.770561,46.74456,47.113918,27335234,45.112808
"2014-06-26",47.052361,47.237041,46.765079,46.908718,7572904,44.916332
"2014-06-27",46.990799,47.401199,46.580399,46.806122,6862768,44.818096
"2014-06-30",46.785599,47.873161,46.64196,47.8116,3204776,45.780869
"2014-07-01",47.79108,48.673439,47.68848,48.488762,5010185,46.429256
"2014-07-02",48.222,49.06332,48.057838,48.96072,3300682,46.881172
"2014-07-03",48.96072,50.889599,48.96072,50.889599,5482115,48.728134
"2014-07-07",50.479198,50.704922,50.068802,50.273998,3754386,48.138687
"2014-07-08",50.068802,50.089321,49.227482,49.637878,2931238,47.529575
"2014-07-09",49.863602,50.828041,49.576321,50.725441,2832797,48.57095
"2014-07-10",49.843079,50.725441,49.80204,50.315041,1868665,48.177971
"2014-07-11",49.26852,50.315041,49.26852,49.90464,1384454,47.785007
"2014-07-14",50.397121,50.97168,50.068802,50.191921,2394786,48.060085
"2014-07-15",50.171398,50.725441,50.089321,50.417641,1918129,48.276226
"2014-07-16",50.499722,50.684399,49.945679,50.43816,1315741,48.295856
"2014-07-17",50.13036,50.684399,49.248001,49.39164,3192105,47.293797
"2014-07-18",49.740479,50.417641,49.535278,50.376598,1820517,48.236927
"2014-07-21",50.171398,51.156361,50.171398,50.95116,2381969,48.787083
"2014-07-22",51.07428,51.833519,50.786999,51.566761,2022904,49.376526
"2014-07-23",51.423119,52.510681,51.38208,52.346519,3073294,50.123169
"2014-07-24",52.326,52.982639,51.79248,51.895081,3345858,49.690907
"2014-07-25",51.68988,52.408081,51.443642,51.874561,920224,49.671253
"2014-07-28",51.874561,52.305481,51.48468,51.79248,1143421,49.592659
"2014-07-29",52.0182,52.079762,51.156361,51.258961,1686598,49.081806
"2014-07-30",51.6078,51.956638,50.150879,50.64336,3035088,48.492348
"2014-07-31",50.10984,50.458679,49.26852,49.678921,2718372,47.568867
"2014-08-01",50.273998,50.376598,47.503799,49.843079,4673246,47.726063
"2014-08-04",49.884121,50.02776,49.124882,49.617359,1665302,47.509933
"2014-08-05",49.49424,49.658401,48.222,48.673439,2776949,46.60611
"2014-08-06",48.242519,48.406681,47.6064,48.1194,2932359,46.075596
"2014-08-07",48.488762,49.18644,48.406681,48.591358,2239279,46.527508
"2014-08-08",48.673439,49.001759,48.057838,48.65292,1580750,46.586452
"2014-08-11",49.145401,49.781521,48.940201,49.37112,809454,47.274155
"2014-08-12",49.18644,49.617359,48.940201,49.473721,689571,47.372383
"2014-08-13",49.678921,50.43816,49.39164,50.253479,1191082,48.119034
"2014-08-14",50.397121,50.766479,50.253479,50.74596,924220,48.590595
"2014-08-15",51.033241,51.197399,50.048279,50.622841,1224756,48.472698
"2014-08-18",51.094799,51.320518,50.622841,51.27948,1073051,49.101448
"2014-08-19",51.320518,51.813,51.115318,51.525719,1098830,49.337234
"2014-08-20",51.320518,52.264439,51.17688,52.202881,1634308,49.98563
"2014-08-21",52.1208,52.613281,52.059238,52.408081,1219932,50.182121
"2014-08-22",52.326,52.839001,52.284962,52.613281,946930,50.378597
"2014-08-25",52.633801,52.777439,52.182362,52.777439,1304142,50.535789
"2014-08-26",52.736401,52.921082,52.387562,52.633801,961842,50.398247
"2014-08-27",52.674839,53.18784,52.613281,52.85952,1292934,50.614384
"2014-08-28",52.55172,52.85952,52.202881,52.65432,1369055,50.417896
"2014-08-29",52.65432,52.75692,51.7104,51.956638,5281433,49.749851
"2014-09-02",52.367039,52.982639,51.6078,52.243919,1346394,50.024929
"2014-09-03",52.44912,52.613281,51.751438,51.874561,2212476,49.671253
"2014-09-04",52.079762,52.695358,51.464161,51.997681,1593421,49.78915
"2014-09-05",52.038719,53.146801,51.6078,52.85952,1606092,50.614384
"2014-09-08",52.674839,52.921082,52.469639,52.695358,582310,50.457191
"2014-09-09",52.5312,52.900558,52.1208,52.346519,1520663,50.123169
"2014-09-10",52.4286,52.469639,51.751438,51.874561,1757554,49.671253
"2014-09-11",50.889599,51.7104,50.602322,50.97168,3296248,48.806725
"2014-09-12",50.84856,50.992199,49.761002,50.068802,2576462,47.942192
"2014-09-15",50.068802,50.23296,49.432678,49.514759,1700975,47.411694
"2014-09-16",49.39164,50.725441,49.26852,50.581799,1901901,48.433403
"2014-09-17",50.663879,51.546242,50.561279,51.320518,2660185,49.140743
"2014-09-18",51.38208,51.669361,50.663879,50.74596,1769006,48.590595
"2014-09-19",50.910118,50.992199,50.43816,50.786999,2259405,48.62989
"2014-09-22",50.766479,50.95116,50.356079,50.910118,2198489,48.747784
"2014-09-23",50.74596,50.95116,50.581799,50.663879,2152875,48.512005
"2014-09-24",50.766479,50.992199,50.43816,50.684399,1537135,48.531651
"2014-09-25",50.622841,50.64336,50.048279,50.273998,2197612,48.138687
"2014-09-26",50.294521,50.95116,49.986721,50.930641,1887086,48.767422
"2014-09-29",50.54076,50.807522,50.21244,50.376598,1417982,48.236927
"2014-09-30",50.315041,50.766479,49.90464,50.54076,2636598,48.394112
"2014-10-01",50.356079,50.479198,48.693958,49.248001,3817593,47.156254
"2014-10-02",49.248001,49.514759,48.570839,49.206959,2136306,47.116951
"2014-10-03",49.637878,50.02776,49.432678,49.90464,661209,47.785007
"2014-10-06",50.499722,50.910118,49.473721,49.678921,2113402,47.568867
"2014-10-07",49.248001,49.658401,48.940201,49.206959,1424708,47.116951
"2014-10-08",49.309559,49.39164,48.345119,49.083839,1802632,46.999077
"2014-10-09",49.37112,49.49424,47.893681,47.955238,2234552,45.918396
"2014-10-10",47.832119,47.893681,46.64196,46.724041,2639035,44.739506
"2014-10-13",46.84716,46.97028,45.16452,45.226082,4251754,43.305168
"2014-10-14",45.657001,46.00584,44.364239,45.205559,3008285,43.285519
"2014-10-15",43.933319,45.451801,42.517441,44.343719,5587817,42.460274
"2014-10-16",43.605,45.862202,43.37928,44.85672,5365595,42.951496
"2014-10-17",45.985321,47.667961,45.985321,46.806122,3238207,44.818096
"2014-10-20",46.86768,48.55032,46.765079,48.468239,2321735,46.409611
"2014-10-21",49.248001,50.33556,49.206959,50.294521,2224756,48.158325
"2014-10-22",50.499722,50.622841,49.083839,49.26852,1728947,47.175903
"2014-10-23",49.986721,50.191921,48.981239,49.330078,1345175,47.234859
"2014-10-24",49.18644,49.822559,48.735001,49.740479,761257,47.627823
"2014-10-27",49.740479,49.863602,48.776039,49.617359,925634,47.509933
"2014-10-28",49.69944,50.499722,49.248001,49.986721,2384795,47.863613
"2014-10-29",50.23296,50.828041,49.863602,50.397121,1636014,48.256573
"2014-10-30",50.02776,51.730919,49.863602,51.320518,2099854,49.140743
"2014-10-31",51.977161,52.633801,50.889599,51.79248,3463402,49.592659
"2014-11-03",50.992199,52.469639,50.86908,51.813,2772807,49.612305
"2014-11-04",50.622841,50.910118,50.068802,50.479198,24618616,48.335163
"2014-11-05",50.807522,51.505199,50.581799,51.38208,7300049,49.199696
"2014-11-06",51.38208,51.7104,51.156361,51.402599,3861257,49.219341
"2014-11-07",51.648842,51.7104,50.910118,51.238441,2379435,49.06216
"2014-11-10",51.320518,51.669361,51.135841,51.58728,2507261,49.396183
"2014-11-11",51.566761,51.9156,51.402599,51.730919,2884649,49.533722
"2014-11-12",51.7104,52.059238,51.07428,51.956638,2179922,49.749851
"2014-11-13",52.1208,52.367039,51.17688,52.059238,2876316,49.848091
"2014-11-14",52.1208,52.982639,51.771961,52.96212,4424318,50.712627
"2014-11-17",52.572239,52.85952,52.038719,52.161839,1568324,49.946335
"2014-11-18",52.161839,52.839001,51.977161,52.55172,1838158,50.319649
"2014-11-19",52.367039,52.715881,52.0182,52.367039,1343519,50.142815
"2014-11-20",52.264439,52.44912,51.525719,52.2234,2426901,50.005276
"2014-11-21",52.839001,52.85952,52.326,52.367039,2745127,50.142815
"2014-11-24",52.674839,53.208359,52.592758,52.941601,2041033,50.692982
"2014-11-25",52.921082,53.680321,52.85952,53.659801,2261940,51.380665
"2014-11-26",53.59824,53.721359,53.16732,53.39304,1306628,51.125233
"2014-11-28",53.659801,54.070202,53.639278,53.80344,751072,51.518211
"2014-12-01",53.618759,53.741879,52.182362,52.182362,2709016,49.965984
"2014-12-02",52.469639,52.715881,52.305481,52.346519,2625536,50.123169
"2014-12-03",52.346519,53.310959,52.305481,53.228882,2231871,50.96806
"2014-12-04",53.146801,53.80344,52.839001,53.352001,4503509,51.085949
"2014-12-05",53.536678,54.295921,53.536678,54.21384,2260770,51.911179
"2014-12-08",54.13176,54.357479,53.762402,54.049679,1060283,51.753986
"2014-12-09",53.29044,53.90604,52.510681,53.823959,1532700,51.537853
"2014-12-10",53.639278,54.193321,53.249401,53.331478,1456140,51.066296
"2014-12-11",53.639278,54.43956,53.618759,53.885521,1591228,51.596806
"2014-12-12",53.70084,53.885521,53.044201,53.085239,1711696,50.830513
"2014-12-15",53.434078,53.618759,51.833519,51.956638,4511891,49.749851
"2014-12-16",51.48468,51.813,50.766479,50.766479,4312719,48.610241
"2014-12-17",51.094799,52.1208,50.397121,51.9156,2926949,49.710552
"2014-12-18",52.592758,53.105759,52.141319,53.085239,2347076,50.830513
"2014-12-19",53.228882,53.762402,52.818481,53.721359,3023197,51.439617
"2014-12-22",53.721359,54.070202,53.26992,53.352001,1819883,51.085949
"2014-12-23",53.762402,53.885521,53.413559,53.557201,1849464,51.282425
"2014-12-24",53.454601,54.070202,53.37252,53.782921,561891,51.498566
"2014-12-26",54.00864,54.295921,53.90604,53.926559,314571,51.636101
"2014-12-29",53.80344,53.823959,53.228882,53.577721,1188207,51.302074
"2014-12-30",53.454601,53.823959,53.310959,53.536678,824415,51.262779
"2014-12-31",53.577721,54.254879,53.49564,53.536678,1115546,51.262779
"2015-01-02",53.762402,53.90604,52.284962,53.228882,1791667,50.96806
"2015-01-05",52.839001,53.044201,51.299999,51.505199,2112135,49.317585
"2015-01-06",51.402599,51.423119,49.986721,51.033241,3422661,48.865673
"2015-01-07",51.648842,52.059238,51.135841,51.854038,2239425,49.651615
"2015-01-08",52.305481,53.39304,52.141319,53.29044,2098489,51.026997
"2015-01-09",53.29044,53.413559,52.633801,52.75692,2061257,50.516151
"2015-01-12",52.715881,52.715881,52.0182,52.2234,1670565,50.005276
"2015-01-13",53.26992,53.865002,51.997681,52.633801,2895955,50.398247
"2015-01-14",52.038719,53.208359,51.628319,53.208359,1962719,50.948395
"2015-01-15",53.29044,53.352001,52.44912,52.5312,1157456,50.300007
"2015-01-16",52.284962,53.105759,52.059238,53.06472,1285965,50.810871
"2015-01-20",53.105759,53.228882,52.264439,52.900558,1490838,50.653675
"2015-01-21",52.736401,53.352001,52.326,53.105759,1183821,50.850163
"2015-01-22",53.352001,55.07568,53.085239,54.87048,2673977,52.539944
"2015-01-23",54.890999,55.198799,54.419041,54.501122,1493275,52.186264
"2015-01-26",54.521641,55.28088,54.357479,55.219318,1615887,52.873947
"2015-01-27",54.64476,54.97308,53.885521,54.316441,1399123,52.009426
"2015-01-28",54.84996,55.219318,54.172798,54.275398,3175780,51.970131
"2015-01-29",54.172798,54.460079,53.618759,54.13176,2703168,51.832584
"2015-01-30",53.762402,54.172798,53.208359,53.29044,1681871,51.026997
"2015-02-02",53.352001,53.659801,52.4286,53.59824,3069591,51.321739
"2015-02-03",53.762402,54.54216,53.516159,54.521641,1687183,52.205902
"2015-02-04",54.788399,54.911518,53.721359,54.02916,2346199,51.734337
"2015-02-05",53.988121,55.137241,53.988121,55.137241,1186647,52.795361
"2015-02-06",55.342442,55.917,54.049679,54.090721,4544103,51.793285
"2015-02-09",54.11124,54.788399,53.762402,54.357479,2400487,52.048714
"2015-02-10",55.116718,56.368439,54.932041,56.347919,3182992,53.954624
"2015-02-11",56.368439,58.87188,56.265839,57.784321,6616667,55.330009
"2015-02-12",58.21524,58.74876,57.681721,58.358879,4064717,55.880165
"2015-02-13",58.789799,59.38488,58.379398,58.625641,3179240,56.13559
"2015-02-17",58.625641,59.302799,58.153679,58.789799,2797758,56.292782
"2015-02-18",58.174198,58.830841,57.230282,58.564079,4485234,56.076645
"2015-02-19",58.564079,58.87188,58.174198,58.174198,2530945,55.703327
"2015-02-20",57.866402,58.502522,57.681721,58.174198,1913402,55.703327
"2015-02-23",57.866402,58.01004,57.16872,57.29184,2179142,54.85844
"2015-02-24",57.209759,57.456001,56.799358,57.025082,2516764,54.60302
"2015-02-25",57.086639,57.39444,56.901958,57.29184,2689766,54.85844
"2015-02-26",57.37392,57.538078,56.676239,57.476521,2964961,55.035282
"2015-02-27",57.456001,58.051079,57.456001,58.01004,2306238,55.546139
"2015-03-02",58.153679,59.323318,57.989521,59.241241,2030750,56.725048
"2015-03-03",59.17968,60.062038,58.44096,60.062038,4133041,57.51099
"2015-03-04",59.836319,59.856838,58.481998,59.425919,4532164,56.901882
"2015-03-05",59.446442,60.185162,59.38488,59.569561,1934893,57.039425
"2015-03-06",59.097599,59.302799,57.90744,57.948479,2665010,55.487198
"2015-03-09",58.276798,58.276798,57.681721,58.03056,1806579,55.565788
"2015-03-10",57.18924,57.70224,56.799358,57.27132,2936550,54.838802
"2015-03-11",57.18924,57.70224,57.086639,57.538078,2876901,55.094227
"2015-03-12",57.90744,59.118118,57.90744,58.092121,2314620,55.624729
"2015-03-13",58.01004,58.297321,57.39444,57.763802,3998684,55.31036
"2015-03-16",58.03056,59.7132,58.03056,59.466961,2623538,56.941174
"2015-03-17",59.302799,59.507999,58.892399,59.28228,1725536,56.764343
"2015-03-18",59.200199,60.185162,58.789799,60.1236,1586891,57.569927
"2015-03-19",59.897881,60.55452,59.836319,60.45192,1693713,57.884304
"2015-03-20",60.821281,60.96492,60.021,60.144119,3327534,57.589577
"2015-03-23",60.185162,60.944401,59.856838,60.472439,2032505,57.90395
"2015-03-24",60.349319,60.780239,59.836319,60.492962,3181530,57.923603
"2015-03-25",60.4314,60.45192,58.892399,58.994999,3669981,56.489262
"2015-03-26",58.584599,60.287762,58.379398,59.877361,4954630,57.334156
"2015-03-27",59.754238,61.334278,59.59008,61.047001,4743811,58.454109
"2015-03-30",61.37532,61.683121,60.55452,60.800758,2529678,58.218323
"2015-03-31",60.718681,61.252201,60.410881,60.780239,5110136,58.198669
"2015-04-01",60.903358,60.944401,59.69268,60.082561,2307554,57.530628
"2015-04-02",60.185162,60.96492,60.1236,60.246719,3461306,57.687813
"2015-04-06",60.021,61.005959,59.959438,60.780239,3101218,58.198669
"2015-04-07",60.96492,60.96492,59.856838,59.897881,1719055,57.353798
"2015-04-08",61.724159,62.64756,61.190639,62.606522,5736940,59.947399
"2015-04-09",62.421841,64.0224,61.888321,63.8172,4197953,61.106647
"2015-04-10",63.837719,64.309677,62.97588,63.509399,2825000,60.811924
"2015-04-13",62.64756,63.201599,62.360279,62.54496,1597417,59.888443
"2015-04-14",62.503922,62.54496,61.662601,62.11404,1335478,59.47583
"2015-04-15",62.524441,62.97588,61.990921,61.990921,1367739,59.357937
"2015-04-16",61.970402,62.44236,61.06752,61.27272,1969883,58.67025
