"dates","KHC.Open","KHC.High","KHC.Low","KHC.Close","KHC.Volume","KHC.Adjusted"
"2016-09-30",89,89.910004,88.849998,89.510002,2499200,73.59832
"2016-10-03",89.25,89.459999,88.75,89.080002,1857900,73.244759
"2016-10-04",89.290001,89.290001,87.690002,88.019997,1940500,72.373184
"2016-10-05",88.32,88.32,87.339996,87.379997,1910900,71.846939
"2016-10-06",87.029999,87.660004,86.779999,87.489998,1172000,71.937393
"2016-10-07",87.760002,87.760002,86.699997,87.400002,1723500,71.863403
"2016-10-10",87.440002,88.669998,87.440002,88.5,2012500,72.767845
"2016-10-11",88.239998,88.5,87.059998,87.239998,2508700,71.731842
"2016-10-12",88.459999,88.459999,87,87.139999,3072600,71.649605
"2016-10-13",86.790001,87.32,86.5,87.050003,2861900,71.575615
"2016-10-14",87.339996,88.699997,87.059998,88.529999,2388900,72.792503
"2016-10-17",88.720001,89,88.029999,88.830002,2208400,73.039192
"2016-10-18",90.089996,90.150002,88.900002,88.93,2740000,73.121407
"2016-10-19",88.93,88.949997,87.550003,88.080002,2721000,72.422516
"2016-10-20",87.220001,88.760002,87.220001,87.959999,2662100,72.32386
"2016-10-21",87.650002,88.18,86.980003,87.919998,2086600,72.290962
"2016-10-24",88.610001,89.220001,88.511002,88.910004,1744500,73.10498
"2016-10-25",89.230003,89.68,88.169998,88.360001,3220100,72.652748
"2016-10-26",88.510002,88.699997,87.910004,88.080002,1513400,72.422516
"2016-10-27",88.169998,88.370003,87.181,87.690002,2127800,72.101852
"2016-10-28",87.480003,88.669998,87.480003,88.080002,1771100,72.422516
"2016-10-31",88.440002,89.160004,88.309998,88.949997,3577400,73.137871
"2016-11-01",89,89.18,88.110001,88.370003,2542700,72.660973
"2016-11-02",88.629997,88.690002,87.980003,88.150002,1916700,72.480064
"2016-11-03",88.120003,88.370003,86.129997,86.25,5041900,70.917831
"2016-11-04",82.029999,85.239998,81,84.050003,7825200,69.108902
"2016-11-07",85.32,86.089996,84.300003,86.029999,4101100,70.736931
"2016-11-08",86.230003,88.839996,86.07,88.339996,2791200,72.636299
"2016-11-09",86.18,86.970001,84.18,84.940002,5097200,69.840691
"2016-11-10",85.029999,85.529999,80.559998,81.419998,7643600,66.946419
"2016-11-11",81,81.739998,80.160004,81.209999,4151100,66.77375
"2016-11-14",81.010002,81.629997,79.919998,80.080002,4463400,65.844643
"2016-11-15",80.57,81.720001,80.220001,81.139999,5723900,66.716209
"2016-11-16",81.379997,82.75,81.290001,82.400002,3327200,67.75222
"2016-11-17",82.309998,82.839996,81.5,82.839996,3161600,68.113998
"2016-11-18",82.699997,82.93,82.019997,82.529999,2715700,67.859108
"2016-11-21",82.529999,83.82,82.205002,83.639999,2508600,68.771797
"2016-11-22",83.860001,84.470001,83.699997,84.089996,2648000,69.141808
"2016-11-23",83.800003,84.309998,81.730003,82.440002,3459900,67.785103
"2016-11-25",82.629997,83.290001,82.629997,82.949997,1230300,68.204437
"2016-11-28",82.949997,83.669998,82.360001,83.220001,2642300,68.426445
"2016-11-29",83.400002,84.5,83.129997,84,3744600,69.067795
"2016-11-30",83.099998,83.510002,81.650002,81.650002,3309900,67.618538
"2016-12-01",81.510002,81.779999,79.93,80.489998,4043300,66.657883
"2016-12-02",80.739998,81.519997,80.349998,80.910004,2779300,67.005692
"2016-12-05",80.910004,81.150002,80.114998,80.279999,4415500,66.483971
"2016-12-06",80.610001,80.877998,79.690002,79.959999,3566800,66.218956
"2016-12-07",80.440002,83.209999,80.269997,82.949997,4870200,68.695114
"2016-12-08",82.589996,82.790001,81.860001,82.309998,2497500,68.165115
"2016-12-09",82.550003,83.792999,82.07,83.779999,2380900,69.382507
"2016-12-12",83.599998,84.830002,83.290001,84.199997,2536300,69.730316
"2016-12-13",84.599998,85.599998,84.029999,84.940002,3644100,70.343147
"2016-12-14",84.980003,85.400002,83.720001,84.360001,3348600,69.862823
"2016-12-15",85.129997,86.059998,84.129997,85.370003,4410100,70.699249
"2016-12-16",85.879997,86.559998,84.860001,86.459999,6037700,71.601936
"2016-12-19",86.349998,86.889999,85.720001,86.599998,3365400,71.717865
"2016-12-20",86.279999,86.599998,85.330002,85.980003,2665500,71.204422
"2016-12-21",85.93,86.989998,85.800003,86.610001,2202000,71.726166
"2016-12-22",86.449997,87.290001,86.300003,87.279999,1966300,72.281021
"2016-12-23",87.099998,87.620003,86.959999,87.57,2484700,72.521179
"2016-12-27",87.660004,88.080002,87.300003,87.580002,1993200,72.529465
"2016-12-28",87.5,87.769997,87.029999,87.309998,1384800,72.305862
"2016-12-29",87.300003,88.150002,87.300003,87.93,1837800,72.819313
"2016-12-30",88.019997,88.160004,87.07,87.32,2051400,72.314125
"2017-01-03",87.849998,87.970001,86.400002,87.529999,3104600,72.488052
"2017-01-04",87.519997,87.970001,86.900002,87.029999,2274900,72.073975
"2017-01-05",86.900002,87.300003,86.080002,86.529999,3037400,71.659904
"2017-01-06",86.529999,86.629997,85.830002,86.309998,2450200,71.477707
"2017-01-09",86.25,86.474998,85.589996,86.07,2482400,71.278946
"2017-01-10",85.849998,86.300003,85.410004,85.910004,2539900,71.146454
"2017-01-11",86.120003,87.040001,86.040001,86.760002,2754500,71.85038
"2017-01-12",86.830002,87.769997,86.5,87.419998,2484700,72.396973
"2017-01-13",87.419998,87.43,86.578003,87.029999,1799100,72.073975
"2017-01-17",86.709999,87.974998,86.709999,87.919998,2304800,72.811043
"2017-01-18",87.800003,88.589996,87.800003,88.349998,2881800,73.16713
"2017-01-19",88.18,88.43,87.550003,87.849998,1690600,72.753067
"2017-01-20",88.349998,89,88.010002,88.949997,2795500,73.664017
"2017-01-23",88.660004,88.949997,88.199997,88.800003,2654100,73.539818
"2017-01-24",88.910004,89.190002,88.32,88.690002,2171100,73.448708
"2017-01-25",88.93,89.269997,88.410004,88.839996,2262100,73.572937
"2017-01-26",89.489998,89.900002,88.714996,89.410004,3091900,74.044991
"2017-01-27",88.959999,89.769997,88.779999,89.43,1842800,74.061531
"2017-01-30",89.089996,89.5,88.629997,89.080002,2233600,73.771698
"2017-01-31",88.900002,89.559998,88.834999,89.290001,2650500,73.945602
"2017-02-01",88.889999,89.334999,88.307999,88.410004,1816800,73.216835
"2017-02-02",88.510002,89.099998,88.32,88.610001,1826700,73.382454
"2017-02-03",89.209999,89.349998,88.639999,89.269997,2205100,73.929031
"2017-02-06",89.300003,89.400002,88.639999,88.699997,1359800,73.456978
"2017-02-07",88.709999,89.019997,88.5,88.809998,2599300,73.548096
"2017-02-08",88.809998,89.309998,88.790001,89.190002,3300300,73.862785
"2017-02-09",89.269997,90.389999,89.040001,89.779999,2708300,74.351395
"2017-02-10",89.599998,90.540001,89.339996,90.199997,1882100,74.699219
"2017-02-13",90.309998,90.599998,89.695,90.580002,1812500,75.013924
"2017-02-14",90.57,91.063004,90.099998,90.809998,2322700,75.204384
"2017-02-15",91.129997,91.300003,90.260002,91.095001,3083900,75.440437
"2017-02-16",89.099998,89.839996,86.349998,87.279999,10584700,72.281021
"2017-02-17",92,97.769997,91.849998,96.650002,30007700,80.040802
"2017-02-21",91.82,95.480003,91.349998,94.870003,14423200,78.566704
"2017-02-22",94.849998,95,92.989998,93.360001,4990400,77.316193
"2017-02-23",93.290001,93.620003,92.349998,92.940002,2901000,76.968353
"2017-02-24",93.510002,93.800003,92.57,93.080002,2670500,77.084282
"2017-02-27",92.599998,92.870003,90.330002,90.610001,6084900,75.038757
"2017-02-28",90.68,91.980003,90.349998,91.510002,4267700,75.784103
"2017-03-01",91.769997,91.910004,90.650002,91.43,2858600,76.217583
"2017-03-02",91.5,91.690002,90.779999,91.279999,2552700,76.092537
"2017-03-03",91.25,91.5,90.809998,91.5,1653000,76.27594
"2017-03-06",91.019997,91.510002,90.790001,91.160004,2044900,75.9925
"2017-03-07",90.809998,91.440002,90.720001,90.800003,1491000,75.692398
"2017-03-08",90.669998,91.169998,90.440002,90.900002,2034200,75.775772
"2017-03-09",90.769997,91.584999,90.620003,91.529999,2108500,76.300941
"2017-03-10",92.080002,92.091003,91.260002,91.510002,2277100,76.284271
"2017-03-13",91.370003,91.5,91.019997,91.18,2182900,76.009171
"2017-03-14",91.160004,91.349998,90.669998,91.059998,2097300,75.909142
"2017-03-15",91.589996,92.139999,91.089996,91.839996,2076300,76.559349
"2017-03-16",92.739998,93.269997,92.160004,92.769997,4139000,77.334633
"2017-03-17",93.599998,93.669998,91.82,91.980003,5655700,76.676079
"2017-03-20",92.029999,92.949997,91.889999,92.360001,2063000,76.992828
"2017-03-21",92.309998,92.779999,91.589996,91.900002,2322600,76.609383
"2017-03-22",92.25,92.75,92.040001,92.290001,1540300,76.934502
"2017-03-23",92.050003,92.779999,91.900002,92.010002,1833300,76.701073
"2017-03-24",92.239998,92.400002,91.32,91.68,1703800,76.425987
"2017-03-27",91.5,91.589996,91.091003,91.25,1699000,76.067528
"2017-03-28",90.779999,91.665001,90.779999,91.410004,2222800,76.200928
"2017-03-29",91.199997,91.599998,91.059998,91.489998,1462600,76.267601
"2017-03-30",91.43,91.669998,91.040001,91.099998,1143100,75.942482
"2017-03-31",90.879997,91.190002,90.57,90.809998,2205100,75.700737
"2017-04-03",90.800003,91.279999,90.629997,91.059998,3414800,75.909142
"2017-04-04",90.699997,91.25,90.269997,91.220001,2194000,76.042519
"2017-04-05",91.099998,92.419998,91.029999,91.419998,2694700,76.209259
"2017-04-06",91.489998,91.790001,90.650002,90.949997,2096900,75.817436
"2017-04-07",91.169998,91.489998,90.669998,90.699997,2000300,75.609032
"2017-04-10",90.650002,91,90.160004,90.889999,3496900,75.76741
"2017-04-11",90.889999,91.07,90.388,90.830002,1396500,75.717415
"2017-04-12",91.029999,92.139999,91.010002,91.93,2007400,76.634392
"2017-04-13",92.050003,92.050003,91.480003,91.5,1816300,76.27594
"2017-04-17",91.800003,91.959999,91.029999,91.580002,1803800,76.342621
"2017-04-18",91.540001,92.629997,91.330002,92.5,2135100,77.109573
"2017-04-19",92.43,92.449997,91.690002,91.849998,1978300,76.567703
"2017-04-20",92.110001,92.400002,91.550003,92.040001,1787900,76.726089
"2017-04-21",92.129997,92.239998,91.559998,91.599998,1964500,76.359306
"2017-04-24",92.010002,92.870003,92.010002,92.559998,2185400,77.159569
"2017-04-25",92.639999,92.894997,92.279999,92.290001,1882400,76.934502
"2017-04-26",92.32,92.330002,90.879997,90.919998,2736600,75.792435
"2017-04-27",90.919998,91.419998,90.660004,90.830002,2290300,75.717415
"2017-04-28",91.199997,91.230003,89.830002,90.389999,2894500,75.350632
"2017-05-01",90.650002,90.75,89.349998,89.470001,3363600,74.583679
"2017-05-02",89.639999,89.830002,88.760002,89,3058600,74.191895
"2017-05-03",90.220001,90.220001,88.900002,89.139999,2695300,74.308594
"2017-05-04",88,91.800003,87.139999,89.699997,6391200,74.775414
"2017-05-05",89.860001,90.099998,89.18,89.629997,2267300,74.717079
"2017-05-08",89.580002,89.769997,89,89.480003,2311600,74.592033
"2017-05-09",89.230003,89.651001,88.870003,89.199997,2299200,74.358597
"2017-05-10",89.110001,89.400002,88.940002,89.330002,1654400,74.466995
"2017-05-11",88.800003,89.459999,88.800003,89.279999,1402500,74.425301
"2017-05-12",89.339996,89.449997,88.669998,88.949997,1827300,74.1502
"2017-05-15",88.760002,89.470001,88.559998,89.449997,2029600,74.567039
"2017-05-16",89.260002,89.830002,88.849998,89.110001,1974600,74.283607
"2017-05-17",88.910004,90.139999,88.510002,89.510002,3866600,75.122879
"2017-05-18",89.650002,90.730003,88.910004,90.160004,2854700,75.668388
"2017-05-19",89.75,90.550003,89.400002,90.279999,2707600,75.769089
"2017-05-22",90.110001,91.330002,90.040001,91.18,1830500,76.524429
"2017-05-23",91.209999,92,91.010002,91.870003,1803500,77.103531
"2017-05-24",92,92.660004,91.779999,92.589996,1814900,77.707794
"2017-05-25",92.690002,93.010002,92.379997,92.809998,1665400,77.892433
"2017-05-26",92.900002,93.089996,92.519997,92.989998,1308000,78.043488
"2017-05-30",92.940002,93,92.188004,92.459999,1952600,77.598701
"2017-05-31",92.629997,92.949997,91.970001,92.199997,2283000,77.380486
"2017-06-01",92.349998,92.739998,91.419998,92.730003,2466000,77.825294
"2017-06-02",92.940002,93.550003,92.379997,93.540001,2506100,78.505104
"2017-06-05",93.580002,93.699997,93.050003,93.440002,1707500,78.421181
"2017-06-06",93.449997,93.870003,93.080002,93.209999,1758500,78.228149
"2017-06-07",93.449997,93.879997,93.139999,93.769997,1987300,78.698135
"2017-06-08",93.459999,93.669998,92.474998,92.57,2458700,77.691017
"2017-06-09",92.480003,92.540001,90.459999,90.830002,2801800,76.230698
"2017-06-12",90.599998,92.419998,90.429001,91.25,2720600,76.583176
"2017-06-13",90.68,91.660004,90.169998,91.589996,1909800,76.868523
"2017-06-14",92.150002,92.449997,90.989998,91.459999,1697300,76.759422
"2017-06-15",91.160004,91.839996,91.010002,91.650002,2312700,76.9189
"2017-06-16",90.870003,91.220001,88.910004,89.410004,7470600,75.03894
"2017-06-19",89.959999,90.239998,89.019997,89.849998,3331600,75.408203
"2017-06-20",89.660004,89.772003,89.139999,89.279999,2659500,74.929825
"2017-06-21",89.309998,89.697998,89.110001,89.400002,2186200,75.030518
"2017-06-22",89.470001,89.75,88.894997,89.099998,2721000,74.778755
"2017-06-23",89.400002,89.400002,88.57,88.849998,4205800,74.568932
"2017-06-26",89.529999,89.730003,88.870003,88.940002,1704300,74.644478
"2017-06-27",88.760002,88.949997,87.480003,87.510002,2962100,73.444336
"2017-06-28",88.110001,88.489998,87.209999,87.82,3032300,73.704498
"2017-06-29",87.690002,87.813004,85.449997,85.760002,5189200,71.975594
"2017-06-30",87.199997,87.269997,85.5,85.639999,3415000,71.874893
"2017-07-03",85.959999,86.099998,84.389999,84.470001,2905500,70.892937
"2017-07-05",84.459999,84.760002,83.644997,83.790001,4607700,70.322235
"2017-07-06",83.300003,83.610001,82.620003,82.82,3403100,69.508148
"2017-07-07",82.580002,83.900002,82.199997,83.040001,3454600,69.692795
"2017-07-10",83.389999,83.730003,82.760002,82.769997,2980600,69.466187
"2017-07-11",82.199997,83.989998,82.199997,83.75,5022700,70.288689
"2017-07-12",84.330002,85.18,84.290001,84.699997,4026400,71.085968
"2017-07-13",84.739998,85.040001,84.334999,84.849998,2626500,71.211861
"2017-07-14",85.309998,85.699997,84.830002,85.650002,2533600,71.883286
"2017-07-17",85.68,85.75,85.089996,85.599998,1831500,71.841324
"2017-07-18",85.690002,85.849998,85.172997,85.599998,1586800,71.841324
"2017-07-19",85.629997,85.849998,85.209999,85.690002,2184500,71.916855
"2017-07-20",86.099998,86.099998,85.665001,85.900002,2770500,72.093102
"2017-07-21",85.660004,86.190002,85.410004,86.160004,2840800,72.31131
"2017-07-24",86.120003,86.309998,85.599998,86.220001,1881400,72.361656
"2017-07-25",86.239998,87.610001,86.144997,87.419998,3016900,73.368797
"2017-07-26",87.5,90.379997,87.410004,87.660004,2935300,73.570221
"2017-07-27",87.529999,88.220001,87.309998,88.190002,3025800,74.015022
"2017-07-28",87.800003,88.07,87.07,87.639999,1902100,73.553421
"2017-07-31",87.790001,87.989998,86.980003,87.459999,2593100,73.402351
"2017-08-01",87.379997,87.769997,86.550003,86.669998,3281500,72.739342
"2017-08-02",86.290001,87.139999,85.480003,86.870003,3770500,72.907204
"2017-08-03",86.900002,87.598999,86.330002,86.510002,3966400,72.605049
"2017-08-04",87.580002,87.580002,85.981003,86.660004,8002300,72.730949
"2017-08-07",86.540001,87.230003,86.260002,87.019997,3195100,73.033066
"2017-08-08",86.639999,86.980003,86.019997,86.160004,3125500,72.31131
"2017-08-09",86,86.739998,85.510002,86.459999,2527100,72.563095
"2017-08-10",85.919998,86.400002,85.580002,85.889999,3015600,72.084702
"2017-08-11",85.900002,86.57,85.639999,86.470001,2538900,72.571487
"2017-08-14",86.75,87.290001,86.5,87.019997,2473400,73.033066
"2017-08-15",87.050003,87.199997,86.501999,86.739998,1766700,72.79808
"2017-08-16",86.449997,86.68,86.279999,86.5,1920100,73.12355
"2017-08-17",86.269997,86.760002,85.080002,85.110001,3023000,71.948509
"2017-08-18",84.919998,85.279999,84.160004,84.489998,2833500,71.424377
"2017-08-21",84.730003,84.730003,84.25,84.550003,1764700,71.475098
"2017-08-22",84.760002,85.129997,84.650002,85.050003,2038600,71.897774
"2017-08-23",84.949997,85.160004,84.480003,84.75,1687600,71.64418
"2017-08-24",84.5,84.589996,82.690002,82.800003,3438100,69.99572
"2017-08-25",83.279999,83.32,82.449997,82.599998,3285600,69.82666
"2017-08-28",82.779999,83,81.625,82.139999,2644100,69.437775
"2017-08-29",81.779999,82.110001,81.087997,81.440002,3491400,68.846031
"2017-08-30",81.5,82.190002,81.230003,81.93,3426800,69.260246
"2017-08-31",81.099998,82.099998,80.290001,80.75,5374100,68.262733
"2017-09-01",80.75,81.099998,80.099998,80.849998,4889900,68.347267
"2017-09-05",80.720001,81.5,80.550003,81.150002,3301700,68.600876
"2017-09-06",81.230003,81.400002,80.830002,81.330002,2517500,68.753029
"2017-09-07",81.449997,81.720001,80.830002,81.459999,3257200,68.862938
"2017-09-08",81.449997,82.019997,80.660004,81.720001,3546800,69.082741
"2017-09-11",82.099998,82.559998,81.959999,82.550003,2905500,69.784386
"2017-09-12",82.82,82.980003,82.059998,82.18,2256000,69.471603
"2017-09-13",82.260002,82.349998,81.669998,81.910004,2939200,69.24337
"2017-09-14",81.980003,82,81,81.279999,2987900,68.710777
"2017-09-15",81.330002,81.879997,80.519997,81.43,5962900,68.837593
"2017-09-18",81.239998,81.610001,81.040001,81.400002,2766200,68.81221
"2017-09-19",81.300003,81.419998,80.599998,80.830002,2382900,68.330376
"2017-09-20",80.489998,80.559998,79.129997,79.870003,6182400,67.518829
"2017-09-21",79.989998,80.459999,78.940002,79.010002,2962700,66.791794
"2017-09-22",79.010002,79.239998,77.400002,77.519997,4792600,65.532219
"2017-09-25",77.599998,78.449997,77.470001,78.419998,4332600,66.293037
"2017-09-26",78.599998,78.910004,78.029999,78.589996,3160300,66.43676
"2017-09-27",78.639999,78.800003,77.800003,78.230003,3278800,66.132423
"2017-09-28",78.279999,78.75,77.730003,77.970001,2804500,65.912643
"2017-09-29",78.029999,78.268997,77.440002,77.550003,3781800,65.557594
"2017-10-02",77.550003,78.269997,76.889999,77.849998,3635900,65.811211
"2017-10-03",77.949997,78.139999,77.290001,77.82,2372900,65.785843
"2017-10-04",77.230003,78.150002,76.760002,77.769997,3681100,65.743568
"2017-10-05",77.949997,78.485001,77.699997,78.25,2845300,66.14933
"2017-10-06",78.839996,78.940002,77.985001,78.18,2355900,66.090164
"2017-10-09",78.290001,78.620003,77.195,77.330002,2673700,65.371597
"2017-10-10",77.75,78.25,77.660004,78.139999,2984700,66.056335
"2017-10-11",78.059998,78.660004,77.919998,78.190002,2327700,66.098625
"2017-10-12",78.349998,78.648003,78.040001,78.150002,2485400,66.064804
"2017-10-13",78.550003,78.599998,77.660004,77.739998,3707800,65.718201
"2017-10-16",77.790001,78.095001,77.480003,77.650002,3432300,65.64212
"2017-10-17",77.730003,78.010002,77.339996,77.540001,4373400,65.549118
"2017-10-18",77.410004,77.461998,76.669998,77.099998,3279400,65.177177
"2017-10-19",77,77.087997,76.309998,76.470001,3965000,64.644592
"2017-10-20",76.769997,77.099998,76.120003,76.709999,4761200,64.847488
"2017-10-23",76.879997,77.099998,76.449997,77.059998,4240900,65.143356
"2017-10-24",77.120003,77.419998,76.93,77.220001,3061500,65.278625
"2017-10-25",76.730003,77.419998,76.230003,77.330002,3927100,65.371597
"2017-10-26",77.589996,77.940002,77.150002,77.300003,2849600,65.346245
"2017-10-27",76.82,77.470001,76.235001,77.300003,3751800,65.346245
"2017-10-30",77.199997,77.220001,75.209999,75.269997,5216300,63.630161
"2017-10-31",76.18,77.400002,76.019997,77.330002,4836100,65.371597
"2017-11-01",77.709999,77.860001,77.080002,77.699997,4052600,65.684387
"2017-11-02",76.839996,78.190002,75.510002,78.029999,6533400,65.963364
"2017-11-03",77.870003,78.190002,77.57,78,4077600,65.938004
"2017-11-06",78.089996,78.220001,76.510002,77,4682000,65.092621
"2017-11-07",76.93,78.639999,76.489998,78.18,3421700,66.090164
"2017-11-08",78.639999,80.089996,78.220001,79.580002,4058700,67.273666
"2017-11-09",79.260002,79.940002,79.019997,79.410004,3431600,67.129959
"2017-11-10",78.970001,79.879997,78.970001,79.720001,3403000,67.392021
"2017-11-13",79.660004,80.370003,79.599998,79.849998,3237500,67.501907
"2017-11-14",79.540001,79.879997,79.029999,79.379997,2839200,67.104584
"2017-11-15",79.489998,79.889999,78.57,78.779999,3277400,66.597389
"2017-11-16",78.720001,80.160004,78.510002,79.68,3028900,67.896866
"2017-11-17",79.629997,80.07,79.275002,79.629997,4263200,67.854248
"2017-11-20",79.699997,80.959999,79.629997,79.93,3736700,68.109886
"2017-11-21",80.120003,80.290001,79.760002,80.010002,2455600,68.178062
"2017-11-22",80.040001,80.199997,79.589996,79.82,2923900,68.016151
"2017-11-24",80.25,80.349998,79.540001,79.760002,1144800,67.965019
"2017-11-27",79.760002,80.040001,79.449997,79.610001,4605000,67.837219
"2017-11-28",79.699997,79.860001,78.714996,78.980003,3165500,67.300377
"2017-11-29",78.949997,81.559998,78.830002,81.089996,4067400,69.098335
"2017-11-30",81.440002,82.18,80.5,81.370003,4409700,69.336945
"2017-12-01",80.949997,81.599998,80.290001,81.209999,3360800,69.2006
"2017-12-04",81.32,82.290001,81.165001,81.919998,2908100,69.805595
"2017-12-05",82.050003,82.480003,80.510002,80.639999,3248000,68.714882
"2017-12-06",80.75,81.139999,80.239998,80.489998,2582100,68.587074
"2017-12-07",80.169998,80.5,79.309998,79.360001,2532300,67.624176
"2017-12-08",79.599998,79.706001,77.934998,78.480003,5332600,66.874313
"2017-12-11",78.18,78.389999,77.190002,78.370003,3988400,66.780594
"2017-12-12",78.330002,79.089996,78.120003,78.949997,3140800,67.274803
"2017-12-13",79.25,79.599998,78.769997,79.279999,3028300,67.556007
"2017-12-14",79.279999,79.699997,78.870003,78.980003,3321300,67.300377
"2017-12-15",79.800003,79.830002,79.010002,79.540001,6684900,67.777565
"2017-12-18",79.980003,80.360001,79.290001,79.370003,2721100,67.632706
"2017-12-19",79.519997,79.82,78.389999,78.519997,2889900,66.908394
"2017-12-20",78.809998,78.889999,77.32,77.379997,3802400,65.936981
"2017-12-21",77.839996,78.169998,77.07,77.879997,4562400,66.363037
"2017-12-22",78.139999,78.599998,77.879997,78.239998,3091400,66.669823
"2017-12-26",78.120003,78.470001,78,78.110001,2532000,66.559036
"2017-12-27",78.239998,78.599998,77.949997,77.980003,1757300,66.448257
"2017-12-28",78.220001,78.290001,77.720001,77.919998,1883800,66.397133
"2017-12-29",77.699997,78.68,77.690002,77.760002,2443700,66.260803
